PLAZA,CR TIENDA,DESC_TIENDA,MONTO SIN IMPUESTOS ,MONTO CON IMPUESTOS 
10PBI Tlaxcala,50WY8,Zocalo Cuapixtla PBF,100,118.5
10PBI Tlaxcala,50X7H,3 Caminos PBF,50,59.25
10PBI Tlaxcala,50XEV,Allende PBF,200,237
10PBI Tlaxcala,50XH6,Delfino Montiel PBF,100,118.5
10PBI Tlaxcala,50XT2,Monarca PBF,50,59.25
10PBI Tlaxcala,50YGN,Arco Norte II PBF,100,118.5
10PBI Tlaxcala,50YQD,De Gante PBF,1700,2014.5
10PBI Tlaxcala,50YQS,Basilica PBF,100,118.5
10PBI Tlaxcala,50YXB,Jose Ma.Morelos PBF,200,237
10PBI VallCentrales,50000,9 Oriente Tepeaca PBF,50,59.25
10PBI VallCentrales,5004Q,Tepeyahualco 13 PBF,150,177.75
10PBI VallCentrales,5013G,Juventud PBF,150,177.75
10PBI VallCentrales,501B1,Plaza TKMA PBF,150,177.75
10PBI VallCentrales,501C9,El Mariachi PBF,100,118.5
10PBI VallCentrales,501Y1,Oktan PBF,200,237
10PBI VallCentrales,5020U,Francisco 11 PBF,50,59.25
10PBI VallCentrales,502FE,La Joya III PBF,50,59.25
10PBI VallCentrales,502VJ,Altepexi PBF,100,118.5
10PBI VallCentrales,503K4,Aljojuca PBF,50,59.25
10PBI VallCentrales,503OP,Porton PBF,270,319.95
10PBI VallCentrales,503QC,La Providencia PBF,50,59.25
10PBI VallCentrales,503VP,Grajales Centro PBF,300,355.5
10PBI VallCentrales,503W4,Negrete PBF,250,296.25
10PBI VallCentrales,504KA,Temilco PBF,50,59.25
10PBI VallCentrales,504PO,Zocalo Tepeaca PBF,50,59.25
10PBI VallCentrales,5050S,Super Oktan PBF,50,59.25
10PBI VallCentrales,505DF,Sesma PBF,100,118.5
10PBI VallCentrales,506X6,Quecholac Centro PBF,200,237
10PBI VallCentrales,50703,Heroes III PBF,90,106.65
10PBI VallCentrales,5079W,Gas Ultra PBF,50,59.25
10PBI VallCentrales,507A8,Estadios PBF,45,53.325
10PBI VallCentrales,509H0,Victoria PBF,100,118.5
10PBI VallCentrales,50BKK,El Molino PBF,400,474
10PBI VallCentrales,50C1G,Gas Acajete PBF,100,118.5
10PBI VallCentrales,50CI2,Audi Food Truck PBF,100,118.5
10PBI VallCentrales,50CYF,Pedregal PBF,50,59.25
10PBI VallCentrales,50D9Y,Tuzuapan PBF,100,118.5
10PBI VallCentrales,50DC4,Obregon Ote PBF,50,59.25
10PBI VallCentrales,50DJ4,Estacion Esperanza PBF,50,59.25
10PBI VallCentrales,50EDH,Polideportivo PBF,100,118.5
10PBI VallCentrales,50F6Z,Palmar de Bravo PBF,150,177.75
10PBI VallCentrales,50FCZ,La Joya II PBI,50,59.25
10PBI VallCentrales,50FKQ,Villas Dali PBF,50,59.25
10PBI VallCentrales,50FUP,Cultura PBF,50,59.25
10PBI VallCentrales,50GI2,Cuauhtemoc Norte PBF,150,177.75
10PBI VallCentrales,50GMD,Clinica Tepeaca PBF,50,59.25
10PBI VallCentrales,50H8V,Manuel Pereyra PBF,100,118.5
10PBI VallCentrales,50I5L,Federal Xalapa PBF,50,59.25
10PBI VallCentrales,50I9Y,Plaza Huixcolotla PBF,100,118.5
10PBI VallCentrales,50IBD,Zona Militar PBF,450,533.25
10PBI VallCentrales,50ICF,Monumento PBF,150,177.75
10PBI VallCentrales,50IWE,Mariano EscobedoPBF,50,59.25
10PBI VallCentrales,50IWF,Aldama PBF,100,118.5
10PBI VallCentrales,50IX2,Asuncion PBF,50,59.25
10PBI VallCentrales,50JI9,Blvd San Jose PBF,50,59.25
10PBI VallCentrales,50JQ3,Acozac PBF,50,59.25
10PBI VallCentrales,50K67,Tochtepec PBF,100,118.5
10PBI VallCentrales,50KIM,Vicente Suarez PBF,45,53.325
10PBI VallCentrales,50LXA,Los Reyes PBI,50,59.25
10PBI VallCentrales,50LZD,Grajales PBF,200,237
10PBI VallCentrales,50M48,Zozutla PBF,50,59.25
10PBI VallCentrales,50N5G,Identidad PBF,100,118.5
10PBI VallCentrales,50NW5,Vi as PBF,100,118.5
10PBI VallCentrales,50NWX,Del Golfo PBF,50,59.25
10PBI VallCentrales,50NY1,Tepeaca Nitro PBF,100,118.5
10PBI VallCentrales,50OPP,Papagayo PBF,45,53.325
10PBI VallCentrales,50PO5,Arboledas PBF,150,177.75
10PBI VallCentrales,50PP2,518 Mayo PBF,250,296.25
10PBI VallCentrales,50Q3L,Plaza Tepeaca PBF,350,414.75
10PBI VallCentrales,50QEB,Central de Abastos PBF,100,118.5
10PBI VallCentrales,50QEH,Huixcolotla PBF,300,355.5
10PBI VallCentrales,50QEJ,Penafiel PBF,200,237
10PBI VallCentrales,50QIL,Caltenco PBF,100,118.5
10PBI VallCentrales,50QNH,Quecholac PBF,50,59.25
10PBI VallCentrales,50QZU,Zocalo Acatzingo PBC,150,177.75
10PBI VallCentrales,50R0T,Xochipilli PBF,50,59.25
10PBI VallCentrales,50RQJ,Olimpia PBF,50,59.25
10PBI VallCentrales,50RXN,Rayon PBF,250,296.25
10PBI VallCentrales,50S3S,FIM PBF,50,59.25
10PBI VallCentrales,50T33,Juarez Pte PBF,250,296.25
10PBI VallCentrales,50TWH,IMSS Tehuacan PBF,50,59.25
10PBI VallCentrales,50U3H,Tlachichuca PBF,200,237
10PBI VallCentrales,50UIJ,Eucalipto PBF,45,53.325
10PBI VallCentrales,50UM7,Esperanza PBF,50,59.25
10PBI VallCentrales,50V1G,Reyes Centro PBF,50,59.25
10PBI VallCentrales,50V2T,Chalchicomula PBF,150,177.75
10PBI VallCentrales,50V3W,Cort s PBF,50,59.25
10PBI VallCentrales,50VFV,Lopez Mateos PBF,500,592.5
10PBI VallCentrales,50VZJ,Avila Camacho PBF,250,296.25
10PBI VallCentrales,50WYA,Arcadia PBF,200,237
10PBI VallCentrales,50X4R,San Sur PBF,100,118.5
10PBI VallCentrales,50X5T,36 Poniente PBF,50,59.25
10PBI VallCentrales,50X6E,Ponce R PBF,250,296.25
10PBI VallCentrales,50YNY,Botero PBF,250,296.25
10PBI VallCentrales,50YP9,Los Frailes PBF,50,59.25
10PBI VallCentrales,50Z01,El Divino PBF,100,118.5
10PBI VallCentrales,50Z1K,Alejandria PBF,50,59.25
10PCK GustavoAMadero,500HD,Matilde Montoya PAC,150,177.75
10PCK GustavoAMadero,503BQ,Poniente 128 PAC,100,118.5
10PCK GustavoAMadero,503RM,Tornado MEX,150,177.75
10PCK GustavoAMadero,504EL,Eten MEX,50,59.25
10PCK GustavoAMadero,5067R,Camino a Recursos MEX,50,59.25
10PCK GustavoAMadero,50686,Tola II MEX,100,118.5
10PCK GustavoAMadero,5075H,Ixtacala PAC,100,118.5
10PCK GustavoAMadero,507D7,Miguel Chalma MEX,400,474
10PCK GustavoAMadero,507FB,General Angeles PAC,50,59.25
10PCK GustavoAMadero,507NO,Atenas MEX,90,106.65
10PCK GustavoAMadero,508JK,Espuela MEX,250,296.25
10PCK GustavoAMadero,5098H,Callao MEX,90,106.65
10PCK GustavoAMadero,50AXH,Ciudad Azteca MEX,90,106.65
10PCK GustavoAMadero,50BEM,Santa Isabel MEX,100,118.5
10PCK GustavoAMadero,50BIE,Amatista MEX,45,53.325
10PCK GustavoAMadero,50BL5,Alta Villa PAC,100,118.5
10PCK GustavoAMadero,50BNB,Valle de GuadianaMEX,45,53.325
10PCK GustavoAMadero,50BWP,San Felipe MEX,50,59.25
10PCK GustavoAMadero,50BYI,Cordillera MEX,135,159.975
10PCK GustavoAMadero,50CBX,Coban MEX,100,118.5
10PCK GustavoAMadero,50DDT,Esmeralda II MEX,100,118.5
10PCK GustavoAMadero,50DFF,Senegal MEX,250,296.25
10PCK GustavoAMadero,50DTS,Villa de Ayala MEX,50,59.25
10PCK GustavoAMadero,50E7X,Central Del Norte MEX,45,53.325
10PCK GustavoAMadero,50EEP,Ecatepec MEX,100,118.5
10PCK GustavoAMadero,50EEX,Alpinistas MEX,200,237
10PCK GustavoAMadero,50EKI,Fenix MEX,45,53.325
10PCK GustavoAMadero,50FBP,Toltecas III MEX,225,266.625
10PCK GustavoAMadero,50FIU,Perlillar MEX,135,159.975
10PCK GustavoAMadero,50FJT,Fortuna MEX,250,296.25
10PCK GustavoAMadero,50FOF,Circuito Morelia MEX,300,355.5
10PCK GustavoAMadero,50FPM,Fernando Amilpa MEX,400,474
10PCK GustavoAMadero,50FWP,Pradera MEX,250,296.25
10PCK GustavoAMadero,50HAJ,Gorrion MEX,200,237
10PCK GustavoAMadero,50I9W,Zacuautitla II PAC,90,106.65
10PCK GustavoAMadero,50IDX,Metro Indios Verdes MEX,45,53.325
10PCK GustavoAMadero,50IRI,Ramiriqui MEX,350,414.75
10PCK GustavoAMadero,50IWA,Arcos Aragon MEX,405,479.925
10PCK GustavoAMadero,50JWU,Bosque de Aragon MEX,45,53.325
10PCK GustavoAMadero,50LTD,Del Obrero MEX,90,106.65
10PCK GustavoAMadero,50LTV,Torres LindavistaMEX,90,106.65
10PCK GustavoAMadero,50LWL,Campesinos MEX,200,237
10PCK GustavoAMadero,50MHB,Maza de JuarezII MEX,250,296.25
10PCK GustavoAMadero,50MM5,Calzada Guadalupe PAC,50,59.25
10PCK GustavoAMadero,50MOT,Oriente MEX,200,237
10PCK GustavoAMadero,50MVD,Montevideo MEX,200,237
10PCK GustavoAMadero,50NOC,Tenochtitlan MEX,45,53.325
10PCK GustavoAMadero,50OEJ,Othon de Mendizabal MEX,100,118.5
10PCK GustavoAMadero,50OQZ,Albino Corso MEX,90,106.65
10PCK GustavoAMadero,50P65,Valle de Apango PAC,50,59.25
10PCK GustavoAMadero,50POI,Politecnico MEX,90,106.65
10PCK GustavoAMadero,50PTY,Plaza Tepeyac MEX,150,177.75
10PCK GustavoAMadero,50PUB,Casa Blanca II MEX,100,118.5
10PCK GustavoAMadero,50PUJ,Felix Romero MEX,50,59.25
10PCK GustavoAMadero,50PWR,Zacatenco MEX,315,373.275
10PCK GustavoAMadero,50QIQ,Bondojito MEX,45,53.325
10PCK GustavoAMadero,50QX5,Vaguira PAC,50,59.25
10PCK GustavoAMadero,50R2X,Gas Xalostoc MEX,50,59.25
10PCK GustavoAMadero,50R34,Habana MEX,45,53.325
10PCK GustavoAMadero,50SEC,604 MEX,200,237
10PCK GustavoAMadero,50TCR,Porvenir MEX,50,59.25
10PCK GustavoAMadero,50V7O,Jorge Negrete PAC,200,237
10PCK GustavoAMadero,50VBY,La Laguna MEX,315,373.275
10PCK GustavoAMadero,50VMM,Raygoza MEX,100,118.5
10PCK GustavoAMadero,50VOU,Casas Aleman MEX,135,159.975
10PCK GustavoAMadero,50WLT,ADUANAS II MEX,100,118.5
10PCK GustavoAMadero,50WR5,Alfredo del Mazo MEX,50,59.25
10PCK GustavoAMadero,50XAB,Chalmita MEX,50,59.25
10PCK GustavoAMadero,50Y6E,Colinas de San Jose PAC,50,59.25
10PCK GustavoAMadero,50YO8,Elite Living PAC,45,53.325
10PCK GustavoAMadero,50ZM6,Clarion PAC,100,118.5
10PCK GustavoAMadero,50ZRB,Eje Central BP MEX,135,159.975
10PCK Izcalli,5011G,Sta Maria las Torres PAC,50,59.25
10PCK Izcalli,501M4,Cristobal MEX,90,106.65
10PCK Izcalli,503BE,Ferman Pac,100,118.5
10PCK Izcalli,503VT,Canarias PAC,50,59.25
10PCK Izcalli,504ZI,Paseos de Mexico PAC,90,106.65
10PCK Izcalli,50528,Oceanos MEX,100,118.5
10PCK Izcalli,506SF,Mira Luna PAC,100,118.5
10PCK Izcalli,5094N,Windsor MEX,270,319.95
10PCK Izcalli,509XS,Mayeli MEX,45,53.325
10PCK Izcalli,50AES,El Vidrio MEX,200,237
10PCK Izcalli,50AYP,San Roque MEX,50,59.25
10PCK Izcalli,50AYX,Mazo MEX,100,118.5
10PCK Izcalli,50BCM,Tepojaco MEX,250,296.25
10PCK Izcalli,50BEG,Zafiro II MEX,135,159.975
10PCK Izcalli,50BM7,Bolognia PAC,150,177.75
10PCK Izcalli,50BMR,Villas del Sol MEX,350,414.75
10PCK Izcalli,50BRF,Arboledas MEX,225,266.625
10PCK Izcalli,50C4D,Joya PAC,100,118.5
10PCK Izcalli,50CBK,Cristobal Colon MEX,180,213.3
10PCK Izcalli,50DIU,Tepo MEX,50,59.25
10PCK Izcalli,50E5I,Rotherdam MEX,90,106.65
10PCK Izcalli,50EMG,Lopez Mateos MEX,90,106.65
10PCK Izcalli,50EU6,G. Coyote PAC,100,118.5
10PCK Izcalli,50EXR,Tres Estrellas MEX,90,106.65
10PCK Izcalli,50FD5,Animas MEX,200,237
10PCK Izcalli,50FDS,Fuen. de SateliteMEX,450,533.25
10PCK Izcalli,50FXK,Jardines de Satelite MEX,270,319.95
10PCK Izcalli,50GG6,Cruz del Norte MEX,225,266.625
10PCK Izcalli,50GR2,Tepeyac MEX,200,237
10PCK Izcalli,50GXQ,Lago Esmeralda MEX,450,533.25
10PCK Izcalli,50HFC,Campo 1 MEX,400,474
10PCK Izcalli,50I5Q,Carreta MEX,90,106.65
10PCK Izcalli,50IFM,Mexico Nuevo MEX,90,106.65
10PCK Izcalli,50IY9,Acequia MEX,135,159.975
10PCK Izcalli,50J1G,Aquiles II MEX,135,159.975
10PCK Izcalli,50JLR,Atlamica MEX,150,177.75
10PCK Izcalli,50K0M,Ficus MEX,100,118.5
10PCK Izcalli,50KEX,Centro Atizapan MEX,225,266.625
10PCK Izcalli,50KRO,Acropolis MEX,90,106.65
10PCK Izcalli,50LGP,Lago MEX,90,106.65
10PCK Izcalli,50LL3,Otero PAC,100,118.5
10PCK Izcalli,50N8C,Angeles MEX,360,426.6
10PCK Izcalli,50NDJ,Anade MEX,45,53.325
10PCK Izcalli,50NKL,Nicolas Romero MEX,250,296.25
10PCK Izcalli,50NO0,Alborada MEX,45,53.325
10PCK Izcalli,50NRD,Nardo MEX,290,343.65
10PCK Izcalli,50NV0,Altamirano Satelite MEX,45,53.325
10PCK Izcalli,50NW6,Nicolas Romero Centro PAC,250,296.25
10PCK Izcalli,50O9O,Cuamatla PAC,100,118.5
10PCK Izcalli,50OAF,Morin MEX,100,118.5
10PCK Izcalli,50OHJ,Altena MEX,90,106.65
10PCK Izcalli,50OVJ,Castano MEX,50,59.25
10PCK Izcalli,50P1Z,Tejocote MEX,150,177.75
10PCK Izcalli,50PFP,Paseo de Espana MEX,45,53.325
10PCK Izcalli,50PT8,Mar de China MEX,200,237
10PCK Izcalli,50R5R,Valle Escondido MEX,270,319.95
10PCK Izcalli,50RGR,Cantaros MEX,45,53.325
10PCK Izcalli,50RTS,Camilo MEX,50,59.25
10PCK Izcalli,50SDU,Cruz del Monte MEX,45,53.325
10PCK Izcalli,50SYV,Sayavedra MEX,540,639.9
10PCK Izcalli,50T5M,Calle Cuatro MEX,100,118.5
10PCK Izcalli,50TE0,Rio Tenco MEX,50,59.25
10PCK Izcalli,50U60,Punta Norte PAC,100,118.5
10PCK Izcalli,50U70,Del Rio MEX,300,355.5
10PCK Izcalli,50UKH,Est. Cuautitlan MEX,45,53.325
10PCK Izcalli,50UYY,Cahuacan MEX,200,237
10PCK Izcalli,50VN1,Rosario MEX,50,59.25
10PCK Izcalli,50XDF,Gas Xhala MEX,250,296.25
10PCK Izcalli,50XHB,Perinorte MEX,45,53.325
10PCK Izcalli,50Z8F,Cedros MEX,150,177.75
10PCK Izcalli,50ZBM,Pesama MEX,150,177.75
10PCK Izcalli,50ZY4,Arco Union PAC,100,118.5
10PCK Naucalpan,500AY,Burdeos PAC,200,237
10PCK Naucalpan,500QW,Abril MEX,630,746.55
10PCK Naucalpan,501BX,Natura MEX,225,266.625
10PCK Naucalpan,5023R,Mandarina 2 MEX,100,118.5
10PCK Naucalpan,5025B,Kelvin MEX,100,118.5
10PCK Naucalpan,5039B,Estacion Tultitlan MEX,250,296.25
10PCK Naucalpan,503QI,Pino Verde MEX,180,213.3
10PCK Naucalpan,504DH,Rincon Verde MEX,50,59.25
10PCK Naucalpan,506P7,Anahuac 88 MEX,1575,1866.375
10PCK Naucalpan,5073O,Tonatiuh MEX,300,355.5
10PCK Naucalpan,508EC,Paseo Hipodromo MEX,180,213.3
10PCK Naucalpan,508JP,Banden Powel MEX,300,355.5
10PCK Naucalpan,5092I,Cuatro Caminos MEX,45,53.325
10PCK Naucalpan,50AZH,Cuadro MEX,270,319.95
10PCK Naucalpan,50B07,Gardenias MEX,45,53.325
10PCK Naucalpan,50B5M,Plateros MEX,135,159.975
10PCK Naucalpan,50BEB,Mario Colin MEX,90,106.65
10PCK Naucalpan,50BRQ,Brisas MEX,135,159.975
10PCK Naucalpan,50BVS,Boulevares MEX,45,53.325
10PCK Naucalpan,50CB4,Oaxaca 44A PAC,50,59.25
10PCK Naucalpan,50CDA,Concordia MEX,225,266.625
10PCK Naucalpan,50DPS,Zomeyucan MEX,135,159.975
10PCK Naucalpan,50DYC,Central II MEX,150,177.75
10PCK Naucalpan,50DYQ,Acuario MEX,585,693.225
10PCK Naucalpan,50EHE,Echegaray MEX,90,106.65
10PCK Naucalpan,50EYH,Escape MEX,50,59.25
10PCK Naucalpan,50F81,Del Molino MEX,990,1173.15
10PCK Naucalpan,50FJK,Totoltepec II MEX,90,106.65
10PCK Naucalpan,50FS8,Gavia PAC,50,59.25
10PCK Naucalpan,50FVT,Culiacan MEX,50,59.25
10PCK Naucalpan,50GMT,Tlayacampa MEX,595,705.075
10PCK Naucalpan,50GUZ,Guizar MEX,100,118.5
10PCK Naucalpan,50HIS,Historiadores MEX,45,53.325
10PCK Naucalpan,50HZC,Huizachal MEX,135,159.975
10PCK Naucalpan,50IC3,Forum MEX,200,237
10PCK Naucalpan,50ISR,San Isidro MEX,315,373.275
10PCK Naucalpan,50IZK,Izcalli delValleMEX,150,177.75
10PCK Naucalpan,50JEJ,Fuentes del ValleMEX,45,53.325
10PCK Naucalpan,50K11,Manuel Tolsa MEX,45,53.325
10PCK Naucalpan,50LFO,La Florida MEX,135,159.975
10PCK Naucalpan,50LQ5,Portillo MEX,250,296.25
10PCK Naucalpan,50M96,Continente MEX,100,118.5
10PCK Naucalpan,50NON,Privilege MEX,45,53.325
10PCK Naucalpan,50NVY,Nevado II MEX,90,106.65
10PCK Naucalpan,50O2I,Isla de Agua PAC,135,159.975
10PCK Naucalpan,50OOY,Goodyear MEX,50,59.25
10PCK Naucalpan,50OSL,Satelite MEX,45,53.325
10PCK Naucalpan,50P24,Gran Tenayucan PAC,100,118.5
10PCK Naucalpan,50PAF,Plasticos MEX,45,53.325
10PCK Naucalpan,50PDK,Plaza Colina MEX,450,533.25
10PCK Naucalpan,50PHL,Jaime Nuno II MEX,50,59.25
10PCK Naucalpan,50PSO,Palo Solo MEX,450,533.25
10PCK Naucalpan,50QXY,Isidro Fabela MEX,100,118.5
10PCK Naucalpan,50RBQ,Real Bosque MEX,225,266.625
10PCK Naucalpan,50RHI,Plaza Rehilete MEX,100,118.5
10PCK Naucalpan,50RWQ,Reforma MEX,45,53.325
10PCK Naucalpan,50S7B,Bosque Real A PAC,495,586.575
10PCK Naucalpan,50SAV,Acueducto MEX,100,118.5
10PCK Naucalpan,50SJN,Sor Juana MEX,100,118.5
10PCK Naucalpan,50SQ6,Vista del Valle MEX,900,1066.5
10PCK Naucalpan,50SZP,Xalpa MEX,50,59.25
10PCK Naucalpan,50TR5,Colorin MEX,45,53.325
10PCK Naucalpan,50TVQ,Campero MEX,180,213.3
10PCK Naucalpan,50U1B,Terraz PAC,180,213.3
10PCK Naucalpan,50U88,Acolman II MEX,45,53.325
10PCK Naucalpan,50UUQ,Radial MEX,135,159.975
10PCK Naucalpan,50V8Z,Leones MEX,45,53.325
10PCK Naucalpan,50VM0,Cientificos MEX,315,373.275
10PCK Naucalpan,50VXP,Gaona MEX,45,53.325
10PCK Naucalpan,50WIF,Estacn. Lecheria MEX,100,118.5
10PCK Naucalpan,50WNQ,San Agustin II MEX,180,213.3
10PCK Naucalpan,50WPI,Pirules MEX,180,213.3
10PCK Naucalpan,50WPQ,SNOB MEX,90,106.65
10PCK Naucalpan,50X3U,Reloj MEX,540,639.9
10PCK Naucalpan,50YFK,Tepetlacalco MEX,100,118.5
10PCK Naucalpan,50Z1R,Sudamericana PAC,135,159.975
10PCK Naucalpan,50ZPI,Capistrano MEX,90,106.65
10PCK Naucalpan,50ZTI,Tepic MEX,50,59.25
10PCK Pachuca,5009O,Congreso PAC,200,237
10PCK Pachuca,500FO,Huayacocotla PAC,50,59.25
10PCK Pachuca,500MA,Pozos Tellez PAC,50,59.25
10PCK Pachuca,500NZ,Trebol PAC,300,355.5
10PCK Pachuca,500RB,Rio PAC,100,118.5
10PCK Pachuca,5010J,Tlapacoya PAC,350,414.75
10PCK Pachuca,501JB,Real PAC,100,118.5
10PCK Pachuca,502HC,Prismas PAC,250,296.25
10PCK Pachuca,502O9,Flor de Loto PAC,50,59.25
10PCK Pachuca,503G8,Loma Bonita PAC,50,59.25
10PCK Pachuca,503V2,Loreto PAC,50,59.25
10PCK Pachuca,50431,Rio Ameca PAC,350,414.75
10PCK Pachuca,504FR,Medias Tierras PAC,150,177.75
10PCK Pachuca,504QJ,Laurel PAC,250,296.25
10PCK Pachuca,504YL,Coral PAC,100,118.5
10PCK Pachuca,5057S,Via Colosio PAC,400,474
10PCK Pachuca,505IP,Santa Fe PAC,250,296.25
10PCK Pachuca,5065E,Concepcion PAC,100,118.5
10PCK Pachuca,506CK,Arboledas PAC,400,474
10PCK Pachuca,506WI,Tlaxiaca Centro PAC,100,118.5
10PCK Pachuca,507K7,Gema PAC,150,177.75
10PCK Pachuca,508CW,Federal PAC,250,296.25
10PCK Pachuca,50A20,17 De Junio PAC,50,59.25
10PCK Pachuca,50A3U,Rio Panama PAC,150,177.75
10PCK Pachuca,50ACD,ISSSTE PAC,100,118.5
10PCK Pachuca,50ADC,LA LOMA PAC,350,414.75
10PCK Pachuca,50AEC,XOCHIHUACAN PAC,150,177.75
10PCK Pachuca,50AEM,LA MORENA PAC,150,177.75
10PCK Pachuca,50AJC,SAN JAVIER PAC,50,59.25
10PCK Pachuca,50AJL,TULANCINGO PAC,400,474
10PCK Pachuca,50ANJ,Alamo PAC,250,296.25
10PCK Pachuca,50BFK,La Fuente PAC,250,296.25
10PCK Pachuca,50BFM,Paraiso PAC,100,118.5
10PCK Pachuca,50BJ3,Nuevo Hidalgo PAC,150,177.75
10PCK Pachuca,50BKQ,Don Pablo PAC,50,59.25
10PCK Pachuca,50BYU,San Agustin PAC,250,296.25
10PCK Pachuca,50C3L,Campo Alegre PAC,150,177.75
10PCK Pachuca,50C4R,Avenida 4 PAC,50,59.25
10PCK Pachuca,50C5W,Azteca PAC,100,118.5
10PCK Pachuca,50C85,Abasolo PAC,250,296.25
10PCK Pachuca,50COL,Molango PAC,200,237
10PCK Pachuca,50CUE,Villamiel PAC,250,296.25
10PCK Pachuca,50CVN,Castilla PAC,50,59.25
10PCK Pachuca,50CVT,Patronato PAC,250,296.25
10PCK Pachuca,50CWU,Ceuni PAC,50,59.25
10PCK Pachuca,50CZR,Corona del Rosal PAC,150,177.75
10PCK Pachuca,50DMK,Colosio PAC,50,59.25
10PCK Pachuca,50DPR,Comonfort PAC,150,177.75
10PCK Pachuca,50DUS,Ferrocarril PAC,150,177.75
10PCK Pachuca,50E77,San Fernando PAC,250,296.25
10PCK Pachuca,50E7A,Quetzal PAC,100,118.5
10PCK Pachuca,50EAD,La Venta PAC,100,118.5
10PCK Pachuca,50EAF,Las Flores PAC,100,118.5
10PCK Pachuca,50EGL,Las Aguilas PAC,100,118.5
10PCK Pachuca,50ETE,La Cienega PAC,100,118.5
10PCK Pachuca,50EUY,Kavir PAC,200,237
10PCK Pachuca,50EVM,Everardo Marquez PAC,200,237
10PCK Pachuca,50FAJ,Alvaro Obregon PAC,100,118.5
10PCK Pachuca,50FFY,Huauchinango Centro PAC,150,177.75
10PCK Pachuca,50FKI,Puerta de Hierro PAC,150,177.75
10PCK Pachuca,50FMD,Madero PAC,200,237
10PCK Pachuca,50FQZ,San Francisco PAC,250,296.25
10PCK Pachuca,50FXJ,La Fragua PAC,100,118.5
10PCK Pachuca,50GCT,Zafiro PAC,100,118.5
10PCK Pachuca,50GNU,Universidad PAC,200,237
10PCK Pachuca,50GUL,7 de Febrero PAC,100,118.5
10PCK Pachuca,50H7B,Arango PAC,50,59.25
10PCK Pachuca,50H82,Claveles PAC,150,177.75
10PCK Pachuca,50HAG,Hdas. Hidalgo PAC,150,177.75
10PCK Pachuca,50HBY,Cobre PAC,150,177.75
10PCK Pachuca,50HBZ,Santa Rita PAC,100,118.5
10PCK Pachuca,50HCF,Campo de Tiro PAC,50,59.25
10PCK Pachuca,50HCQ,CENHIES PAC,150,177.75
10PCK Pachuca,50HCR,CERESO PAC,100,118.5
10PCK Pachuca,50HFO,Parque Juarez PAC,50,59.25
10PCK Pachuca,50HH3,Acuna PAC,50,59.25
10PCK Pachuca,50I2W,Gomez Perez PAC,350,414.75
10PCK Pachuca,50I9G,Chopo PAC,50,59.25
10PCK Pachuca,50IEA,Atotonilco Cen.PAC,300,355.5
10PCK Pachuca,50IEC,Carranza PAC,200,237
10PCK Pachuca,50IJG,Rovirosa PAK,50,59.25
10PCK Pachuca,50IJM,Constituyentes PAC,200,237
10PCK Pachuca,50IJP,El Palmar PAC,50,59.25
10PCK Pachuca,50IZE,Interplaza PAC,200,237
10PCK Pachuca,50JAH,Santa Ana PAC,100,118.5
10PCK Pachuca,50JAW,Jazminez PAC,150,177.75
10PCK Pachuca,50JMN,Jaime Nuno PAC,150,177.75
10PCK Pachuca,50JNW,Santa Cecilia PAC,200,237
10PCK Pachuca,50JTA,San Antonio PAC,50,59.25
10PCK Pachuca,50K8F,Vicente Segura PAC,150,177.75
10PCK Pachuca,50KCM,El Saucillo PAC,200,237
10PCK Pachuca,50KFB,Los Ingenieros PAC,300,355.5
10PCK Pachuca,50KFK,La Ca ada PAC,50,59.25
10PCK Pachuca,50KIY,Paseos de Plata PAC,50,59.25
10PCK Pachuca,50KPT,Plata PAC,150,177.75
10PCK Pachuca,50L7H,Laguna PAC,50,59.25
10PCK Pachuca,50L7Y,Virreyes PAC,250,296.25
10PCK Pachuca,50LJ4,Julian Villagran PAC,50,59.25
10PCK Pachuca,50LKO,Punta Azul PAC,50,59.25
10PCK Pachuca,50LLB,Tianguistengo PAC,150,177.75
10PCK Pachuca,50LWA,G Bonfil PAC,200,237
10PCK Pachuca,50M0C,Chabacano PAC,200,237
10PCK Pachuca,50MFV,Miguel Negrete PAC,100,118.5
10PCK Pachuca,50MIK,Metzquititlan PAC,100,118.5
10PCK Pachuca,50MOU,Blvd. Minero PAC,150,177.75
10PCK Pachuca,50N0T,Hidalgo PAC,250,296.25
10PCK Pachuca,50N5Q,Villa Coapa PAC,250,296.25
10PCK Pachuca,50NER,Mineral PAC,250,296.25
10PCK Pachuca,50NJX,Panoramico PAC,200,237
10PCK Pachuca,50NNS,Medinas PAC,50,59.25
10PCK Pachuca,50NQT,Acatlan PAC,50,59.25
10PCK Pachuca,50NUT,Canutillo PAC,150,177.75
10PCK Pachuca,50NVX,Necaxa PAC,150,177.75
10PCK Pachuca,50NWA,Avion PAC,50,59.25
10PCK Pachuca,50NWV,Mina PAC,100,118.5
10PCK Pachuca,50NXW,San Nicolas PAC,150,177.75
10PCK Pachuca,50O9C,Santa Irma PAC,50,59.25
10PCK Pachuca,50OAG,Rio Plata PAC,200,237
10PCK Pachuca,50OGY,Cespedes PAC,50,59.25
10PCK Pachuca,50OLD,Las Glorias PAC,150,177.75
10PCK Pachuca,50OTJ,Trabajo PAC,250,296.25
10PCK Pachuca,50P6S,Ocotillo PAC,150,177.75
